DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
gallbladder cancer,Salmonella typhi,"In the last two decades, significant evidence has emerged implicating bacteria in the aetiology of some cancer types such as Helicobacter pylori in gastric cancer and mucosa-associated lymphoid tissue (MALT) lymphomas, Chlamydia trachomatis in cervical cancer, Salmonella typhi in gallbladder cancer and both Bacteroides fragilis and Fusobacterium nucleatum in colon cancer.",What is the relationship between gallbladder cancer and Salmonella typhi?,relate
obeseity (obese),Clostridiales,"(Firmicutes;Clostridiales) were inversely associated with overweight/obesity, and similar tendency were seen with Ruminococcus (Firmicutes; Clostridiales) and Akkermansia (Verrucomicrobia;Verrucomicrobiales) (Table 3).",What is the relationship between obeseity (obese) and Clostridiales?,negative
CRC tumor,ETBF,The present study revealed that ETBF exerts a marked effect on CRC tumor growth in vitro and in vivo.,What is the relationship between CRC tumor and ETBF?,positive
irritable bowel syndrome (IBS),Clostridium,"Despite the complexity of the gut flora ecosystem, some commensal microorganisms have been significantly related to IBS, including increased Clostridium perfringens (or more diverse Clostridium spp.",What is the relationship between irritable bowel syndrome (IBS) and Clostridium?,relate
diarrhea,C. dificile,"[33] On the other hand, Clostridium cluster XI, which includes a known diarrheal pathogen C. dificile, although less abundant prior to radiotherapy in patients who later develop diarrhea, is significantly expanded post-therapy, while in non-diarrhea patients it followed the opposite trend.",What is the relationship between diarrhea and C. dificile?,positive
urgency urinary incontinence (UUI),Actinobaculum schaalii,"Also, Actinobaculum schaalii, Actinomyces neuii, Aerococcus urinae, Arthrobacter cumminsii, Corynebacterium coyleae, Gardnerella vaginalis, Oligella urethralis, and Streptococcus anginosus were more frequently isolated from UUI women (see Table?S2 in the supplemental material).",What is the relationship between urgency urinary incontinence (UUI) and Actinobaculum schaalii?,relate
end-stage renal disease (ESRD),Escherichia,Some genera such as Escherichia and Proteus were previously found in the blood of ESRD patients.,What is the relationship between end-stage renal disease (ESRD) and Escherichia?,relate
non-alcoholic fatty liver disease (NAFLD),Streptococcus,"In agreement with this conjecture, we observed that oral administration of IPA could significantly decrease the abundances of pathogenic Bacteroides and Streptococcus, which are frequently found to be increased in NAFLD patients.",What is the relationship between non-alcoholic fatty liver disease (NAFLD) and Streptococcus?,positive
colorectal cancer (CRC),Peptostreptococcus,"Several species of Peptostreptococcus and Parvimonas were extensively enriched in cancer samples, including Peptostreptococcus stomatis and Parvimonas micra, both of which are reportedly related to colorectal cancer.",What is the relationship between colorectal cancer (CRC) and Peptostreptococcus?,relate
intestinal infections,Lactobacillus rhamnosus,"This outcome of our study highlighted the protective effect of DIP as several animal studies have suggested that some of the Lactobacillus strains including Lactobacillus rhamnosus GG (LGG) possess probiotic properties that have a modulatory effect on immune system, decrease inflammatory conditions, and provide protection against certain intestinal infections [66,67].",What is the relationship between intestinal infections and Lactobacillus rhamnosus?,positive
alzheimer's disease (AD),Lactobacillus rhamnosus,"According to a double-blind placebo-controlled trial, Lactobacillus rhamnosus GG (L. rhamnosus GG) taken at pregnancy prevented half of the high-risk infants from developing AD at 2 years, and this effect was kept constant at the age of 4 years [153].",What is the relationship between alzheimer's disease (AD) and Lactobacillus rhamnosus?,negative
necrotizing enterocolitis (NEC),Firmicutes,Microbial community dysbiosis is an important factor for neonatal gut health and preterm infants with a gut dominated by Firmicutes in the first days after birth may later develop NEC.,What is the relationship between necrotizing enterocolitis (NEC) and Firmicutes?,positive
arthritis,Prevotella copri,"Besides considering bacterial pathogens like Prevotella copri or Collinsella genus as potential triggers, fungal ?-glucan preparation zymosan A may also induce severe arthritis14,17,18.",What is the relationship between arthritis and Prevotella copri?,positive
tonsillitis,Streptococcus,"While these tonsillitis-associated taxa were mostly distinct from those associated with healthy samples, Streptococcus ESVs were linked to both tonsillitis and healthy cohorts (Fig?2).",What is the relationship between tonsillitis and Streptococcus?,relate
tumors,Fusobacterium,"Additionally, identical strains of Fusobacterium have been found in the oral cavities, and tumors of patients with colorectal cancers (89).",What is the relationship between tumors and Fusobacterium?,relate
FBS,Akkermansia muciniphila,"The abundance of Akkermansia muciniphila was negatively correlated with BMI, FBS, and insulin levels, for example, all in gradients ranging continuously over the ranges of these clinical variables and its relative abundance.",What is the relationship between FBS and Akkermansia muciniphila?,negative
ulcerative colitis (UC),Lactobacillus,"In addition, the Lactobacillus, Streptococcus and Pseudomanas counts were significantly decreased and that for Enterobacteriacceae was significantly increased in patients with ulcerative colitis.",What is the relationship between ulcerative colitis (UC) and Lactobacillus?,negative
endotoxaemia,Escherichia coli,"Treatment with Escherichia coli Nissle probiotics has been shown to restore the intestinal microflora including Lactobacilli and Bifidobacilli, to reduce endotoxaemia, and to improve liver function.",What is the relationship between endotoxaemia and Escherichia coli?,negative
colitis,Clostridium,"However, the female-biased phylotypes also included some opportunistic pathogen, such as Clostridium disporicum (belonging to Clostridium sensu stricto), Clostridium leptum (belonging to Clostridium IV), Clostridium spiroforme (belonging to Clostridium XVIII), Clostridium innocuum, and Escherichia fergusonii/Shigella sonnei, which were implicated in the development of infection or colitis.",What is the relationship between colitis and Clostridium?,relate
multiple sclerosis (MS),Staphylococcus aureus,"Another hypothesis emerging from animal models suggests that bacterial superantigens (e.g., Staphylococcus aureus enterotoxins A, B, C, D, and E) activate auto-reactive T cells, which then promotes the onset of immune diseases like MS (Brocke et al., 1993).",What is the relationship between multiple sclerosis (MS) and Staphylococcus aureus?,positive
pancreatic cancer,S. mitis,"For example, the salivary microbiome profiles exhibited 94% sensitivity and 82% specificity in distinguishing patients with early-stage, resectable pancreatic cancer based on shifts in the microbial signature, with Neisseria elongata and Streptococcus mitis emerging as specific biomarkers, whereas Granulicatella adiacens and S. mitis were associated with chronic pancreatitis.",What is the relationship between pancreatic cancer and S. mitis?,relate
oral squamous cell carcinoma (OSCC),Pseudomonas aeruginosa,"Other studies have reported that Fusobacterium nucleatum, Pseudomonas aeruginosa (Al-Hebshi et al., 2017), and Fusobacterium periodonticum (Yang et al., 2018) are associated with OSCC development.",What is the relationship between oral squamous cell carcinoma (OSCC) and Pseudomonas aeruginosa?,relate
osteomyelitis,Klebsiella pneumoniae,"Another pathogenic bacteria, Klebsiella pneumoniae (belonging to the bacterial family Enterobacteriaceae), associated with a wide range of infections, including cystitis, pyelonephritis, osteomyelitis, meningitis, bacteremia, septicemia, liver abscess, and wound infections [41,42,43] has been identified in our study.",What is the relationship between osteomyelitis and Klebsiella pneumoniae?,relate
obeseity (obese),Bifidobacterium animalis,"These results represent a further solid argument in favour of using Bifidobacterium animalis for the reduction of metabolic endotoxemia and for the development of a therapeutic strategy based on bacterial translocation control and mucosal dysbiosis in type 2 diabetes, associated with obesity or metabolic syndrome.",What is the relationship between obeseity (obese) and Bifidobacterium animalis?,negative
pyelonephritis,Klebsiella pneumoniae,"Another pathogenic bacteria, Klebsiella pneumoniae (belonging to the bacterial family Enterobacteriaceae), associated with a wide range of infections, including cystitis, pyelonephritis, osteomyelitis, meningitis, bacteremia, septicemia, liver abscess, and wound infections [41,42,43] has been identified in our study.",What is the relationship between pyelonephritis and Klebsiella pneumoniae?,relate
